timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1597442408288,26,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,351,556,1,1,http://185.233.0.230:3000/api/orders,26,0,0
1597442444266,48,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,48,0,24
1597442444315,25,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,352,556,1,1,http://185.233.0.230:3000/api/orders,25,0,0
1597442480294,44,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,44,0,22
1597442480340,31,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,352,556,1,1,http://185.233.0.230:3000/api/orders,31,0,0
1597442516312,46,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,46,0,22
1597442516360,27,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,352,556,1,1,http://185.233.0.230:3000/api/orders,27,0,0
1597442552338,46,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,46,0,22
1597442552388,25,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,351,556,1,1,http://185.233.0.230:3000/api/orders,25,0,0
1597442588366,46,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,46,0,22
1597442588414,26,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,351,556,1,1,http://185.233.0.230:3000/api/orders,25,0,0
1597442624391,44,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,44,0,22
1597442624437,26,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,351,556,1,1,http://185.233.0.230:3000/api/orders,25,0,0
1597442660415,46,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,46,0,23
1597442660463,27,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,351,556,1,1,http://185.233.0.230:3000/api/orders,26,0,0
1597442696439,46,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,46,0,23
1597442696486,26,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,351,556,1,1,http://185.233.0.230:3000/api/orders,26,0,0
1597442732461,46,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,45,0,23
1597442732510,26,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,351,556,1,1,http://185.233.0.230:3000/api/orders,26,0,0
1597442768485,46,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,46,0,23
1597442768533,31,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,351,556,1,1,http://185.233.0.230:3000/api/orders,31,0,0
1597442804504,45,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,45,0,22
1597442804550,28,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,351,556,1,1,http://185.233.0.230:3000/api/orders,27,0,0
1597442840526,45,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,45,0,22
1597442840573,30,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,351,556,1,1,http://185.233.0.230:3000/api/orders,30,0,0
1597442876546,44,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,44,0,22
1597442876592,25,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,351,556,1,1,http://185.233.0.230:3000/api/orders,25,0,0
1597442912569,45,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,45,0,22
1597442912618,28,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,351,556,1,1,http://185.233.0.230:3000/api/orders,28,0,0
1597442948592,46,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,46,0,22
1597442948641,26,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,351,556,1,1,http://185.233.0.230:3000/api/orders,26,0,0
1597442984617,46,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,45,0,23
1597442984664,26,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,351,556,1,1,http://185.233.0.230:3000/api/orders,25,0,0
1597443020642,47,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,47,0,24
1597443020691,32,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,351,556,1,1,http://185.233.0.230:3000/api/orders,31,0,0
1597443056662,45,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,44,0,22
1597443056708,29,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,351,556,1,1,http://185.233.0.230:3000/api/orders,29,0,0
1597443092684,38,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,38,0,19
1597443092726,24,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,351,556,1,1,http://185.233.0.230:3000/api/orders,24,0,0
1597443128703,47,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,47,0,24
1597443128752,33,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,351,556,1,1,http://185.233.0.230:3000/api/orders,33,0,0
1597443164723,45,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,45,0,22
1597443164770,25,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,351,556,1,1,http://185.233.0.230:3000/api/orders,25,0,0
1597443200745,36,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,36,0,18
1597443200782,23,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,351,556,1,1,http://185.233.0.230:3000/api/orders,22,0,0
1597443236762,35,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,35,0,17
1597443236799,26,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,351,556,1,1,http://185.233.0.230:3000/api/orders,26,0,0
1597443272777,37,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,37,0,18
1597443272818,23,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,351,556,1,1,http://185.233.0.230:3000/api/orders,23,0,0
1597443308797,35,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,35,0,17
1597443308833,22,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,351,556,1,1,http://185.233.0.230:3000/api/orders,22,0,0
1597443344812,37,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,36,0,18
1597443344850,29,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,351,556,1,1,http://185.233.0.230:3000/api/orders,28,0,0
1597443380823,40,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,40,0,18
1597443380864,28,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,351,556,1,1,http://185.233.0.230:3000/api/orders,27,0,0
1597443416838,40,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,39,0,19
1597443416879,22,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,351,556,1,1,http://185.233.0.230:3000/api/orders,22,0,0
1597443452860,37,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,37,0,19
1597443452901,25,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,351,556,1,1,http://185.233.0.230:3000/api/orders,25,0,0
1597443488879,35,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,35,0,18
1597443488915,22,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,351,556,1,1,http://185.233.0.230:3000/api/orders,21,0,0
1597443524897,34,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,34,0,16
1597443524931,24,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,351,556,1,1,http://185.233.0.230:3000/api/orders,24,0,0
1597443560909,35,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,34,0,17
1597443560944,20,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,351,556,1,1,http://185.233.0.230:3000/api/orders,20,0,0
1597443596924,37,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,37,0,18
1597443596962,22,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,351,556,1,1,http://185.233.0.230:3000/api/orders,22,0,0
1597443632941,35,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,35,0,17
1597443632980,21,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,351,556,1,1,http://185.233.0.230:3000/api/orders,21,0,0
1597443668962,38,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,38,0,20
1597443669002,28,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,351,556,1,1,http://185.233.0.230:3000/api/orders,28,0,0
1597443704977,35,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,35,0,18
1597443705013,21,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,351,556,1,1,http://185.233.0.230:3000/api/orders,21,0,0
1597443740992,35,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,35,0,17
1597443741028,20,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,351,556,1,1,http://185.233.0.230:3000/api/orders,20,0,0
1597443777012,37,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,36,0,18
1597443777051,22,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,351,556,1,1,http://185.233.0.230:3000/api/orders,22,0,0
1597443813033,37,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,37,0,18
1597443813072,23,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,351,556,1,1,http://185.233.0.230:3000/api/orders,22,0,0
1597443849051,35,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,35,0,18
1597443849088,26,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,351,556,1,1,http://185.233.0.230:3000/api/orders,26,0,0
1597443885065,38,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,38,0,20
1597443885104,28,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,351,556,1,1,http://185.233.0.230:3000/api/orders,28,0,0
1597443921076,35,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,35,0,18
1597443921113,27,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,351,556,1,1,http://185.233.0.230:3000/api/orders,27,0,0
1597443957089,42,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,42,0,18
1597443957132,23,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,351,556,1,1,http://185.233.0.230:3000/api/orders,23,0,0
1597443993112,37,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,37,0,18
1597443993153,22,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,351,556,1,1,http://185.233.0.230:3000/api/orders,22,0,0
1597444029135,39,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,39,0,17
1597444029175,28,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,351,556,1,1,http://185.233.0.230:3000/api/orders,28,0,0
1597444065148,34,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,34,0,17
1597444065183,25,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,351,556,1,1,http://185.233.0.230:3000/api/orders,25,0,0
1597444101161,40,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,40,0,17
1597444101202,22,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,351,556,1,1,http://185.233.0.230:3000/api/orders,22,0,0
1597444137183,36,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,36,0,18
1597444137220,26,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,351,556,1,1,http://185.233.0.230:3000/api/orders,26,0,0
1597444173197,35,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,35,0,17
1597444173233,25,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,351,556,1,1,http://185.233.0.230:3000/api/orders,24,0,0
1597444209209,37,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,37,0,18
1597444209248,22,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,351,556,1,1,http://185.233.0.230:3000/api/orders,22,0,0
1597444245228,39,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,38,0,19
1597444245268,28,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,352,556,1,1,http://185.233.0.230:3000/api/orders,27,0,0
1597444281242,36,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,36,0,18
1597444281279,21,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,352,556,1,1,http://185.233.0.230:3000/api/orders,21,0,0
1597444317261,35,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,34,0,17
1597444317297,20,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,352,556,1,1,http://185.233.0.230:3000/api/orders,20,0,0
1597444353278,39,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,39,0,18
1597444353322,21,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,352,556,1,1,http://185.233.0.230:3000/api/orders,21,0,0
1597444389303,37,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,37,0,19
1597444389341,21,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,352,556,1,1,http://185.233.0.230:3000/api/orders,20,0,0
1597444425323,35,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,35,0,18
1597444425360,21,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,352,556,1,1,http://185.233.0.230:3000/api/orders,21,0,0
1597444461338,33,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,33,0,16
1597444461372,19,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,352,556,1,1,http://185.233.0.230:3000/api/orders,19,0,0
1597444497354,34,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,34,0,17
1597444497389,26,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,352,556,1,1,http://185.233.0.230:3000/api/orders,26,0,0
1597444533364,35,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,35,0,18
1597444533403,21,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,352,556,1,1,http://185.233.0.230:3000/api/orders,21,0,0
1597444569386,37,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,37,0,19
1597444569425,21,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,352,556,1,1,http://185.233.0.230:3000/api/orders,21,0,0
1597444605406,37,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,37,0,17
1597444605444,22,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,352,556,1,1,http://185.233.0.230:3000/api/orders,22,0,0
1597444641425,33,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,33,0,17
1597444641459,19,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,352,556,1,1,http://185.233.0.230:3000/api/orders,19,0,0
1597444677441,37,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,36,0,18
1597444677479,28,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,352,556,1,1,http://185.233.0.230:3000/api/orders,28,0,0
1597444713454,35,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,35,0,17
1597444713493,22,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,352,556,1,1,http://185.233.0.230:3000/api/orders,21,0,0
1597444749474,37,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,37,0,19
1597444749512,30,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,352,556,1,1,http://185.233.0.230:3000/api/orders,29,0,0
1597444785483,38,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,38,0,20
1597444785522,27,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,352,556,1,1,http://185.233.0.230:3000/api/orders,27,0,0
1597444821498,35,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,34,0,17
1597444821534,20,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,352,556,1,1,http://185.233.0.230:3000/api/orders,20,0,0
1597444857525,35,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,35,0,17
1597444857560,20,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,352,556,1,1,http://185.233.0.230:3000/api/orders,20,0,0
1597444893543,35,Open Main Page,200,OK,Thread Group [Scenario 1] 1-1,text,true,,2051,155,1,1,http://185.233.0.230:3000/,35,0,18
1597444893581,21,Make an order,200,OK,Thread Group [Scenario 1] 1-1,text,true,,352,556,1,1,http://185.233.0.230:3000/api/orders,21,0,0
