RUN	sushiShopLoad.sushiShopLoadSimulation	sushishoploadsimulation	1599839557089	 	3.3.1
REQUEST	3693		makeAnOrder	1599839767482	1599839767534	OK	 
USER	scenarioThree	3693	END	1599839767385	1599839767534
USER	scenarioThree	3700	START	1599839767534	1599839767534
REQUEST	3694		makeAnOrder	1599839767484	1599839767536	OK	 
USER	scenarioThree	3694	END	1599839767386	1599839767536
USER	scenarioThree	3701	START	1599839767536	1599839767536
REQUEST	3695		makeAnOrder	1599839767517	1599839767569	OK	 
USER	scenarioThree	3695	END	1599839767418	1599839767569
USER	scenarioThree	3702	START	1599839767570	1599839767570
REQUEST	3697		openMainPage	1599839767477	1599839767574	OK	 
REQUEST	3696		openMainPage	1599839767478	1599839767574	OK	 
REQUEST	3698		openMainPage	1599839767477	1599839767575	OK	 
REQUEST	3699		openMainPage	1599839767485	1599839767580	OK	 
REQUEST	3697		makeAnOrder	1599839767574	1599839767631	OK	 
USER	scenarioThree	3697	END	1599839767477	1599839767631
USER	scenarioThree	3703	START	1599839767631	1599839767631
REQUEST	3696		makeAnOrder	1599839767575	1599839767633	OK	 
USER	scenarioThree	3696	END	1599839767477	1599839767633
USER	scenarioThree	3704	START	1599839767633	1599839767633
REQUEST	3698		makeAnOrder	1599839767575	1599839767636	OK	 
USER	scenarioThree	3698	END	1599839767477	1599839767636
USER	scenarioThree	3705	START	1599839767637	1599839767637
REQUEST	3699		makeAnOrder	1599839767581	1599839767639	OK	 
USER	scenarioThree	3699	END	1599839767485	1599839767639
USER	scenarioThree	3706	START	1599839767640	1599839767640
REQUEST	3701		openMainPage	1599839767537	1599839767640	OK	 
REQUEST	3702		openMainPage	1599839767571	1599839767668	OK	 
REQUEST	3701		makeAnOrder	1599839767640	1599839767696	OK	 
USER	scenarioThree	3701	END	1599839767536	1599839767697
USER	scenarioThree	3707	START	1599839767697	1599839767697
REQUEST	3702		makeAnOrder	1599839767668	1599839767720	OK	 
USER	scenarioThree	3702	END	1599839767570	1599839767721
USER	scenarioThree	3708	START	1599839767721	1599839767721
REQUEST	3703		openMainPage	1599839767632	1599839767732	OK	 
REQUEST	3704		openMainPage	1599839767634	1599839767733	OK	 
REQUEST	3705		openMainPage	1599839767637	1599839767734	OK	 
REQUEST	3706		openMainPage	1599839767640	1599839767734	OK	 
REQUEST	3703		makeAnOrder	1599839767733	1599839767788	OK	 
USER	scenarioThree	3703	END	1599839767631	1599839767789
REQUEST	3704		makeAnOrder	1599839767734	1599839767789	OK	 
USER	scenarioThree	3704	END	1599839767633	1599839767789
REQUEST	3705		makeAnOrder	1599839767734	1599839767789	OK	 
USER	scenarioThree	3705	END	1599839767637	1599839767789
USER	scenarioThree	3709	START	1599839767789	1599839767789
USER	scenarioThree	3710	START	1599839767789	1599839767789
USER	scenarioThree	3711	START	1599839767789	1599839767789
REQUEST	3706		makeAnOrder	1599839767735	1599839767790	OK	 
USER	scenarioThree	3706	END	1599839767640	1599839767791
USER	scenarioThree	3712	START	1599839767791	1599839767791
REQUEST	3707		openMainPage	1599839767697	1599839767797	OK	 
REQUEST	3708		openMainPage	1599839767721	1599839767818	OK	 
REQUEST	3707		makeAnOrder	1599839767798	1599839767851	OK	 
USER	scenarioThree	3707	END	1599839767697	1599839767851
USER	scenarioThree	3713	START	1599839767851	1599839767851
REQUEST	3708		makeAnOrder	1599839767818	1599839767869	OK	 
USER	scenarioThree	3708	END	1599839767721	1599839767870
USER	scenarioThree	3714	START	1599839767870	1599839767870
REQUEST	3709		openMainPage	1599839767789	1599839767887	OK	 
REQUEST	3710		openMainPage	1599839767790	1599839767892	OK	 
REQUEST	3644		openMainPage	1599839763746	1599839767892	OK	 
REQUEST	3646		openMainPage	1599839763785	1599839767922	OK	 
REQUEST	3709		makeAnOrder	1599839767887	1599839767945	OK	 
USER	scenarioThree	3709	END	1599839767789	1599839767945
REQUEST	3710		makeAnOrder	1599839767892	1599839767945	OK	 
USER	scenarioThree	3710	END	1599839767789	1599839767945
USER	scenarioThree	3715	START	1599839767945	1599839767945
USER	scenarioThree	3716	START	1599839767945	1599839767945
REQUEST	3644		makeAnOrder	1599839767892	1599839767946	OK	 
USER	scenarioThree	3644	END	1599839763745	1599839767946
USER	scenarioThree	3717	START	1599839767947	1599839767947
REQUEST	3714		openMainPage	1599839767870	1599839767967	OK	 
REQUEST	3646		makeAnOrder	1599839767922	1599839767975	OK	 
USER	scenarioThree	3646	END	1599839763784	1599839767975
USER	scenarioThree	3718	START	1599839767975	1599839767975
REQUEST	3648		openMainPage	1599839763837	1599839767987	OK	 
REQUEST	3714		makeAnOrder	1599839767967	1599839768021	OK	 
USER	scenarioThree	3714	END	1599839767870	1599839768021
USER	scenarioThree	3719	START	1599839768021	1599839768021
REQUEST	3700		openMainPage	1599839767535	1599839768033	OK	 
REQUEST	3648		makeAnOrder	1599839767988	1599839768040	OK	 
USER	scenarioThree	3648	END	1599839763837	1599839768040
USER	scenarioThree	3720	START	1599839768040	1599839768040
REQUEST	3716		openMainPage	1599839767946	1599839768045	OK	 
REQUEST	3717		openMainPage	1599839767947	1599839768045	OK	 
REQUEST	3715		openMainPage	1599839767946	1599839768046	OK	 
REQUEST	3718		openMainPage	1599839767976	1599839768073	OK	 
REQUEST	3700		makeAnOrder	1599839768033	1599839768085	OK	 
USER	scenarioThree	3700	END	1599839767534	1599839768085
USER	scenarioThree	3721	START	1599839768086	1599839768086
REQUEST	3716		makeAnOrder	1599839768045	1599839768100	OK	 
USER	scenarioThree	3716	END	1599839767945	1599839768100
USER	scenarioThree	3722	START	1599839768100	1599839768100
REQUEST	3717		makeAnOrder	1599839768045	1599839768102	OK	 
USER	scenarioThree	3717	END	1599839767947	1599839768102
USER	scenarioThree	3723	START	1599839768102	1599839768102
REQUEST	3672		openMainPage	1599839766932	1599839768103	OK	 
REQUEST	3713		openMainPage	1599839767851	1599839768104	OK	 
REQUEST	3715		makeAnOrder	1599839768046	1599839768105	OK	 
USER	scenarioThree	3715	END	1599839767945	1599839768105
USER	scenarioThree	3724	START	1599839768105	1599839768105
REQUEST	3719		openMainPage	1599839768021	1599839768119	OK	 
REQUEST	3718		makeAnOrder	1599839768073	1599839768125	OK	 
USER	scenarioThree	3718	END	1599839767975	1599839768125
USER	scenarioThree	3725	START	1599839768125	1599839768125
REQUEST	3720		openMainPage	1599839768041	1599839768139	OK	 
REQUEST	3672		makeAnOrder	1599839768104	1599839768157	OK	 
USER	scenarioThree	3672	END	1599839766931	1599839768158
USER	scenarioThree	3726	START	1599839768158	1599839768158
REQUEST	3713		makeAnOrder	1599839768104	1599839768158	OK	 
USER	scenarioThree	3713	END	1599839767851	1599839768158
USER	scenarioThree	3727	START	1599839768158	1599839768158
REQUEST	3719		makeAnOrder	1599839768120	1599839768172	OK	 
USER	scenarioThree	3719	END	1599839768021	1599839768172
USER	scenarioThree	3728	START	1599839768173	1599839768173
REQUEST	3721		openMainPage	1599839768086	1599839768184	OK	 
REQUEST	3720		makeAnOrder	1599839768139	1599839768194	OK	 
USER	scenarioThree	3720	END	1599839768040	1599839768194
USER	scenarioThree	3729	START	1599839768194	1599839768194
REQUEST	3722		openMainPage	1599839768100	1599839768198	OK	 
REQUEST	3724		openMainPage	1599839768106	1599839768204	OK	 
REQUEST	3725		openMainPage	1599839768126	1599839768223	OK	 
REQUEST	3721		makeAnOrder	1599839768184	1599839768237	OK	 
USER	scenarioThree	3721	END	1599839768086	1599839768237
USER	scenarioThree	3730	START	1599839768237	1599839768237
REQUEST	3722		makeAnOrder	1599839768199	1599839768250	OK	 
USER	scenarioThree	3722	END	1599839768100	1599839768251
USER	scenarioThree	3731	START	1599839768251	1599839768251
REQUEST	3731		openMainPage	1599839768251	1599839768254	KO	i.n.c.AbstractChannel$AnnotatedNoRouteToHostException: Нет маршрута до узла: /185.233.0.230:3000
REQUEST	3727		openMainPage	1599839768159	1599839768255	OK	 
REQUEST	3726		openMainPage	1599839768158	1599839768256	OK	 
REQUEST	3731		makeAnOrder	1599839768255	1599839768257	KO	i.n.c.AbstractChannel$AnnotatedNoRouteToHostException: Нет маршрута до узла: /185.233.0.230:3000
REQUEST	3724		makeAnOrder	1599839768204	1599839768257	OK	 
USER	scenarioThree	3731	END	1599839768251	1599839768258
USER	scenarioThree	3732	START	1599839768258	1599839768258
USER	scenarioThree	3724	END	1599839768105	1599839768258
USER	scenarioThree	3733	START	1599839768258	1599839768258
REQUEST	3732		openMainPage	1599839768258	1599839768260	KO	i.n.c.AbstractChannel$AnnotatedNoRouteToHostException: Нет маршрута до узла: /185.233.0.230:3000
REQUEST	3733		openMainPage	1599839768258	1599839768260	KO	i.n.c.AbstractChannel$AnnotatedNoRouteToHostException: Нет маршрута до узла: /185.233.0.230:3000
REQUEST	3732		makeAnOrder	1599839768260	1599839768262	KO	i.n.c.AbstractChannel$AnnotatedNoRouteToHostException: Нет маршрута до узла: /185.233.0.230:3000
USER	scenarioThree	3732	END	1599839768258	1599839768263
USER	scenarioThree	3734	START	1599839768263	1599839768263
REQUEST	3733		makeAnOrder	1599839768261	1599839768263	KO	i.n.c.AbstractChannel$AnnotatedNoRouteToHostException: Нет маршрута до узла: /185.233.0.230:3000
USER	scenarioThree	3733	END	1599839768258	1599839768263
USER	scenarioThree	3735	START	1599839768263	1599839768263
REQUEST	3734		openMainPage	1599839768263	1599839768265	KO	i.n.c.AbstractChannel$AnnotatedNoRouteToHostException: Нет маршрута до узла: /185.233.0.230:3000
REQUEST	3735		openMainPage	1599839768263	1599839768265	KO	i.n.c.AbstractChannel$AnnotatedNoRouteToHostException: Нет маршрута до узла: /185.233.0.230:3000
REQUEST	3734		makeAnOrder	1599839768265	1599839768268	KO	i.n.c.AbstractChannel$AnnotatedNoRouteToHostException: Нет маршрута до узла: /185.233.0.230:3000
USER	scenarioThree	3734	END	1599839768263	1599839768268
USER	scenarioThree	3736	START	1599839768268	1599839768268
REQUEST	3728		openMainPage	1599839768173	1599839768270	OK	 
REQUEST	3725		makeAnOrder	1599839768223	1599839768276	OK	 
USER	scenarioThree	3725	END	1599839768125	1599839768276
USER	scenarioThree	3737	START	1599839768277	1599839768277
REQUEST	3729		openMainPage	1599839768195	1599839768290	OK	 
REQUEST	3727		makeAnOrder	1599839768256	1599839768308	OK	 
USER	scenarioThree	3727	END	1599839768158	1599839768308
REQUEST	3726		makeAnOrder	1599839768256	1599839768308	OK	 
USER	scenarioThree	3726	END	1599839768158	1599839768309
USER	scenarioThree	3739	START	1599839768309	1599839768309
USER	scenarioThree	3738	START	1599839768308	1599839768308
REQUEST	3728		makeAnOrder	1599839768270	1599839768321	OK	 
USER	scenarioThree	3728	END	1599839768173	1599839768321
USER	scenarioThree	3740	START	1599839768322	1599839768322
REQUEST	3730		openMainPage	1599839768238	1599839768335	OK	 
REQUEST	3729		makeAnOrder	1599839768291	1599839768341	OK	 
USER	scenarioThree	3729	END	1599839768194	1599839768341
USER	scenarioThree	3741	START	1599839768341	1599839768341
REQUEST	3730		makeAnOrder	1599839768335	1599839768389	OK	 
USER	scenarioThree	3730	END	1599839768237	1599839768389
USER	scenarioThree	3742	START	1599839768389	1599839768389
REQUEST	3712		openMainPage	1599839767791	1599839768893	OK	 
REQUEST	3711		openMainPage	1599839767790	1599839768893	OK	 
REQUEST	3712		makeAnOrder	1599839768894	1599839768946	OK	 
USER	scenarioThree	3712	END	1599839767791	1599839768946
USER	scenarioThree	3743	START	1599839768946	1599839768946
REQUEST	3711		makeAnOrder	1599839768894	1599839768947	OK	 
USER	scenarioThree	3711	END	1599839767789	1599839768948
USER	scenarioThree	3744	START	1599839768948	1599839768948
REQUEST	3723		openMainPage	1599839768102	1599839769249	OK	 
REQUEST	3723		makeAnOrder	1599839769249	1599839769302	OK	 
USER	scenarioThree	3723	END	1599839768102	1599839769302
USER	scenarioThree	3745	START	1599839769303	1599839769303
REQUEST	3736		openMainPage	1599839768268	1599839769373	OK	 
REQUEST	3735		makeAnOrder	1599839768266	1599839769377	OK	 
USER	scenarioThree	3735	END	1599839768263	1599839769378
USER	scenarioThree	3746	START	1599839769378	1599839769378
REQUEST	3745		openMainPage	1599839769303	1599839769401	OK	 
REQUEST	3737		openMainPage	1599839768277	1599839769405	OK	 
REQUEST	3736		makeAnOrder	1599839769374	1599839769426	OK	 
USER	scenarioThree	3736	END	1599839768268	1599839769427
USER	scenarioThree	3747	START	1599839769427	1599839769427
REQUEST	3740		openMainPage	1599839768322	1599839769437	OK	 
REQUEST	3738		openMainPage	1599839768309	1599839769438	OK	 
REQUEST	3739		openMainPage	1599839768309	1599839769438	OK	 
REQUEST	3745		makeAnOrder	1599839769401	1599839769453	OK	 
USER	scenarioThree	3745	END	1599839769303	1599839769453
USER	scenarioThree	3748	START	1599839769453	1599839769453
REQUEST	3737		makeAnOrder	1599839769406	1599839769456	OK	 
USER	scenarioThree	3737	END	1599839768277	1599839769457
USER	scenarioThree	3749	START	1599839769457	1599839769457
REQUEST	3741		openMainPage	1599839768342	1599839769471	OK	 
REQUEST	3746		openMainPage	1599839769378	1599839769474	OK	 
REQUEST	3740		makeAnOrder	1599839769438	1599839769490	OK	 
USER	scenarioThree	3740	END	1599839768322	1599839769490
REQUEST	3738		makeAnOrder	1599839769438	1599839769490	OK	 
USER	scenarioThree	3738	END	1599839768308	1599839769490
USER	scenarioThree	3751	START	1599839769490	1599839769490
REQUEST	3739		makeAnOrder	1599839769438	1599839769491	OK	 
USER	scenarioThree	3739	END	1599839768309	1599839769491
USER	scenarioThree	3752	START	1599839769491	1599839769491
USER	scenarioThree	3750	START	1599839769490	1599839769490
REQUEST	3742		openMainPage	1599839768389	1599839769501	OK	 
REQUEST	3741		makeAnOrder	1599839769471	1599839769523	OK	 
USER	scenarioThree	3741	END	1599839768341	1599839769523
USER	scenarioThree	3753	START	1599839769523	1599839769523
REQUEST	3747		openMainPage	1599839769427	1599839769525	OK	 
REQUEST	3746		makeAnOrder	1599839769475	1599839769527	OK	 
USER	scenarioThree	3746	END	1599839769378	1599839769527
USER	scenarioThree	3754	START	1599839769527	1599839769527
REQUEST	3748		openMainPage	1599839769454	1599839769556	OK	 
REQUEST	3749		openMainPage	1599839769457	1599839769556	OK	 
REQUEST	3742		makeAnOrder	1599839769501	1599839769556	OK	 
USER	scenarioThree	3742	END	1599839768389	1599839769556
USER	scenarioThree	3755	START	1599839769557	1599839769557
REQUEST	3747		makeAnOrder	1599839769525	1599839769577	OK	 
USER	scenarioThree	3747	END	1599839769427	1599839769578
USER	scenarioThree	3756	START	1599839769578	1599839769578
REQUEST	3750		openMainPage	1599839769491	1599839769587	OK	 
REQUEST	3752		openMainPage	1599839769491	1599839769589	OK	 
REQUEST	3751		openMainPage	1599839769490	1599839769589	OK	 
REQUEST	3749		makeAnOrder	1599839769556	1599839769607	OK	 
USER	scenarioThree	3749	END	1599839769457	1599839769607
USER	scenarioThree	3757	START	1599839769608	1599839769608
REQUEST	3748		makeAnOrder	1599839769556	1599839769608	OK	 
USER	scenarioThree	3748	END	1599839769453	1599839769609
USER	scenarioThree	3758	START	1599839769609	1599839769609
REQUEST	3753		openMainPage	1599839769523	1599839769622	OK	 
REQUEST	3754		openMainPage	1599839769527	1599839769622	OK	 
REQUEST	3750		makeAnOrder	1599839769588	1599839769641	OK	 
USER	scenarioThree	3750	END	1599839769490	1599839769641
USER	scenarioThree	3759	START	1599839769641	1599839769641
REQUEST	3752		makeAnOrder	1599839769589	1599839769642	OK	 
USER	scenarioThree	3752	END	1599839769491	1599839769643
REQUEST	3751		makeAnOrder	1599839769589	1599839769643	OK	 
USER	scenarioThree	3751	END	1599839769490	1599839769643
USER	scenarioThree	3760	START	1599839769643	1599839769643
USER	scenarioThree	3761	START	1599839769643	1599839769643
REQUEST	3755		openMainPage	1599839769557	1599839769654	OK	 
REQUEST	3756		openMainPage	1599839769578	1599839769672	OK	 
REQUEST	3753		makeAnOrder	1599839769622	1599839769675	OK	 
REQUEST	3754		makeAnOrder	1599839769623	1599839769675	OK	 
USER	scenarioThree	3753	END	1599839769523	1599839769675
USER	scenarioThree	3754	END	1599839769527	1599839769675
USER	scenarioThree	3763	START	1599839769676	1599839769676
USER	scenarioThree	3762	START	1599839769676	1599839769676
REQUEST	3755		makeAnOrder	1599839769655	1599839769706	OK	 
USER	scenarioThree	3755	END	1599839769557	1599839769706
USER	scenarioThree	3764	START	1599839769706	1599839769706
REQUEST	3757		openMainPage	1599839769608	1599839769709	OK	 
REQUEST	3758		openMainPage	1599839769609	1599839769710	OK	 
REQUEST	3756		makeAnOrder	1599839769673	1599839769724	OK	 
USER	scenarioThree	3756	END	1599839769578	1599839769724
USER	scenarioThree	3765	START	1599839769724	1599839769724
REQUEST	3761		openMainPage	1599839769644	1599839769738	OK	 
REQUEST	3759		openMainPage	1599839769641	1599839769738	OK	 
REQUEST	3760		openMainPage	1599839769643	1599839769740	OK	 
REQUEST	3757		makeAnOrder	1599839769709	1599839769764	OK	 
USER	scenarioThree	3757	END	1599839769608	1599839769764
REQUEST	3758		makeAnOrder	1599839769710	1599839769764	OK	 
USER	scenarioThree	3758	END	1599839769609	1599839769764
USER	scenarioThree	3766	START	1599839769764	1599839769764
USER	scenarioThree	3767	START	1599839769765	1599839769765
REQUEST	3762		openMainPage	1599839769677	1599839769773	OK	 
REQUEST	3763		openMainPage	1599839769676	1599839769773	OK	 
REQUEST	3761		makeAnOrder	1599839769738	1599839769795	OK	 
USER	scenarioThree	3761	END	1599839769643	1599839769795
USER	scenarioThree	3768	START	1599839769795	1599839769795
REQUEST	3759		makeAnOrder	1599839769738	1599839769795	OK	 
USER	scenarioThree	3759	END	1599839769641	1599839769795
USER	scenarioThree	3769	START	1599839769796	1599839769796
REQUEST	3760		makeAnOrder	1599839769740	1599839769797	OK	 
USER	scenarioThree	3760	END	1599839769643	1599839769797
USER	scenarioThree	3770	START	1599839769798	1599839769798
REQUEST	3764		openMainPage	1599839769707	1599839769809	OK	 
REQUEST	3765		openMainPage	1599839769724	1599839769823	OK	 
REQUEST	3762		makeAnOrder	1599839769773	1599839769826	OK	 
REQUEST	3763		makeAnOrder	1599839769774	1599839769826	OK	 
USER	scenarioThree	3762	END	1599839769676	1599839769827
USER	scenarioThree	3763	END	1599839769676	1599839769827
USER	scenarioThree	3772	START	1599839769827	1599839769827
USER	scenarioThree	3771	START	1599839769827	1599839769827
REQUEST	3764		makeAnOrder	1599839769809	1599839769860	OK	 
USER	scenarioThree	3764	END	1599839769706	1599839769860
USER	scenarioThree	3773	START	1599839769860	1599839769860
REQUEST	3766		openMainPage	1599839769765	1599839769861	OK	 
REQUEST	3765		makeAnOrder	1599839769823	1599839769874	OK	 
USER	scenarioThree	3765	END	1599839769724	1599839769874
USER	scenarioThree	3774	START	1599839769874	1599839769874
REQUEST	3769		openMainPage	1599839769796	1599839769891	OK	 
REQUEST	3768		openMainPage	1599839769795	1599839769893	OK	 
REQUEST	3770		openMainPage	1599839769798	1599839769893	OK	 
REQUEST	3766		makeAnOrder	1599839769861	1599839769917	OK	 
USER	scenarioThree	3766	END	1599839769764	1599839769918
USER	scenarioThree	3775	START	1599839769918	1599839769918
REQUEST	3771		openMainPage	1599839769827	1599839769924	OK	 
REQUEST	3772		openMainPage	1599839769827	1599839769925	OK	 
REQUEST	3769		makeAnOrder	1599839769892	1599839769944	OK	 
USER	scenarioThree	3769	END	1599839769796	1599839769944
REQUEST	3768		makeAnOrder	1599839769893	1599839769945	OK	 
USER	scenarioThree	3768	END	1599839769795	1599839769945
USER	scenarioThree	3776	START	1599839769944	1599839769944
USER	scenarioThree	3777	START	1599839769945	1599839769945
REQUEST	3770		makeAnOrder	1599839769894	1599839769946	OK	 
USER	scenarioThree	3770	END	1599839769798	1599839769946
USER	scenarioThree	3778	START	1599839769946	1599839769946
REQUEST	3773		openMainPage	1599839769861	1599839769958	OK	 
REQUEST	3774		openMainPage	1599839769875	1599839769973	OK	 
REQUEST	3772		makeAnOrder	1599839769925	1599839769978	OK	 
REQUEST	3771		makeAnOrder	1599839769924	1599839769978	OK	 
USER	scenarioThree	3771	END	1599839769827	1599839769978
USER	scenarioThree	3772	END	1599839769827	1599839769978
USER	scenarioThree	3779	START	1599839769978	1599839769978
USER	scenarioThree	3780	START	1599839769978	1599839769978
REQUEST	3773		makeAnOrder	1599839769959	1599839770010	OK	 
USER	scenarioThree	3773	END	1599839769860	1599839770011
USER	scenarioThree	3781	START	1599839770011	1599839770011
REQUEST	3767		openMainPage	1599839769765	1599839770020	OK	 
REQUEST	3775		openMainPage	1599839769918	1599839770021	OK	 
REQUEST	3774		makeAnOrder	1599839769974	1599839770024	OK	 
USER	scenarioThree	3774	END	1599839769874	1599839770024
USER	scenarioThree	3782	START	1599839770024	1599839770024
REQUEST	3776		openMainPage	1599839769945	1599839770043	OK	 
REQUEST	3778		openMainPage	1599839769946	1599839770044	OK	 
REQUEST	3777		openMainPage	1599839769945	1599839770044	OK	 
REQUEST	3780		openMainPage	1599839769978	1599839770076	OK	 
REQUEST	3744		openMainPage	1599839768948	1599839770076	OK	 
REQUEST	3767		makeAnOrder	1599839770020	1599839770076	OK	 
USER	scenarioThree	3767	END	1599839769765	1599839770077
REQUEST	3775		makeAnOrder	1599839770021	1599839770077	OK	 
USER	scenarioThree	3775	END	1599839769918	1599839770077
USER	scenarioThree	3784	START	1599839770077	1599839770077
USER	scenarioThree	3783	START	1599839770077	1599839770077
REQUEST	3776		makeAnOrder	1599839770044	1599839770095	OK	 
REQUEST	3778		makeAnOrder	1599839770044	1599839770096	OK	 
REQUEST	3777		makeAnOrder	1599839770045	1599839770097	OK	 
USER	scenarioThree	3776	END	1599839769944	1599839770095
USER	scenarioThree	3778	END	1599839769946	1599839770096
USER	scenarioThree	3777	END	1599839769945	1599839770097
USER	scenarioThree	3786	START	1599839770103	1599839770103
USER	scenarioThree	3785	START	1599839770103	1599839770103
USER	scenarioThree	3787	START	1599839770103	1599839770103
REQUEST	3781		openMainPage	1599839770011	1599839770111	OK	 
REQUEST	3782		openMainPage	1599839770025	1599839770126	OK	 
REQUEST	3780		makeAnOrder	1599839770076	1599839770129	OK	 
USER	scenarioThree	3780	END	1599839769978	1599839770129
USER	scenarioThree	3788	START	1599839770129	1599839770129
REQUEST	3744		makeAnOrder	1599839770076	1599839770129	OK	 
USER	scenarioThree	3744	END	1599839768948	1599839770129
USER	scenarioThree	3789	START	1599839770130	1599839770130
REQUEST	3781		makeAnOrder	1599839770111	1599839770163	OK	 
USER	scenarioThree	3781	END	1599839770011	1599839770163
USER	scenarioThree	3790	START	1599839770163	1599839770163
REQUEST	3784		openMainPage	1599839770077	1599839770181	OK	 
REQUEST	3782		makeAnOrder	1599839770126	1599839770181	OK	 
USER	scenarioThree	3782	END	1599839770024	1599839770181
USER	scenarioThree	3791	START	1599839770182	1599839770182
REQUEST	3783		openMainPage	1599839770090	1599839770186	OK	 
REQUEST	3786		openMainPage	1599839770103	1599839770198	OK	 
REQUEST	3787		openMainPage	1599839770103	1599839770200	OK	 
REQUEST	3785		openMainPage	1599839770103	1599839770200	OK	 
REQUEST	3788		openMainPage	1599839770129	1599839770229	OK	 
REQUEST	3789		openMainPage	1599839770130	1599839770231	OK	 
REQUEST	3784		makeAnOrder	1599839770181	1599839770232	OK	 
USER	scenarioThree	3784	END	1599839770077	1599839770232
USER	scenarioThree	3792	START	1599839770233	1599839770233
REQUEST	3783		makeAnOrder	1599839770186	1599839770237	OK	 
USER	scenarioThree	3783	END	1599839770077	1599839770237
USER	scenarioThree	3793	START	1599839770237	1599839770237
REQUEST	3786		makeAnOrder	1599839770199	1599839770251	OK	 
USER	scenarioThree	3786	END	1599839770103	1599839770251
USER	scenarioThree	3794	START	1599839770251	1599839770251
REQUEST	3785		makeAnOrder	1599839770200	1599839770257	OK	 
REQUEST	3787		makeAnOrder	1599839770200	1599839770257	OK	 
USER	scenarioThree	3785	END	1599839770103	1599839770258
USER	scenarioThree	3795	START	1599839770258	1599839770258
USER	scenarioThree	3787	END	1599839770103	1599839770258
USER	scenarioThree	3796	START	1599839770258	1599839770258
REQUEST	3790		openMainPage	1599839770164	1599839770262	OK	 
REQUEST	3791		openMainPage	1599839770182	1599839770279	OK	 
REQUEST	3788		makeAnOrder	1599839770229	1599839770284	OK	 
REQUEST	3789		makeAnOrder	1599839770231	1599839770284	OK	 
USER	scenarioThree	3788	END	1599839770129	1599839770284
USER	scenarioThree	3797	START	1599839770284	1599839770284
USER	scenarioThree	3789	END	1599839770130	1599839770285
USER	scenarioThree	3798	START	1599839770292	1599839770292
REQUEST	3790		makeAnOrder	1599839770262	1599839770314	OK	 
USER	scenarioThree	3790	END	1599839770163	1599839770315
USER	scenarioThree	3799	START	1599839770315	1599839770315
REQUEST	3793		openMainPage	1599839770238	1599839770335	OK	 
REQUEST	3791		makeAnOrder	1599839770279	1599839770336	OK	 
USER	scenarioThree	3791	END	1599839770182	1599839770336
USER	scenarioThree	3800	START	1599839770336	1599839770336
REQUEST	3794		openMainPage	1599839770251	1599839770349	OK	 
REQUEST	3796		openMainPage	1599839770258	1599839770355	OK	 
REQUEST	3795		openMainPage	1599839770258	1599839770355	OK	 
REQUEST	3797		openMainPage	1599839770285	1599839770388	OK	 
REQUEST	3798		openMainPage	1599839770292	1599839770389	OK	 
REQUEST	3793		makeAnOrder	1599839770336	1599839770389	OK	 
USER	scenarioThree	3793	END	1599839770237	1599839770389
USER	scenarioThree	3801	START	1599839770389	1599839770389
REQUEST	3794		makeAnOrder	1599839770349	1599839770402	OK	 
USER	scenarioThree	3794	END	1599839770251	1599839770402
USER	scenarioThree	3802	START	1599839770402	1599839770402
REQUEST	3796		makeAnOrder	1599839770355	1599839770407	OK	 
REQUEST	3795		makeAnOrder	1599839770356	1599839770407	OK	 
REQUEST	3799		openMainPage	1599839770315	1599839770413	OK	 
USER	scenarioThree	3796	END	1599839770258	1599839770407
USER	scenarioThree	3795	END	1599839770258	1599839770407
USER	scenarioThree	3804	START	1599839770436	1599839770436
USER	scenarioThree	3803	START	1599839770436	1599839770436
REQUEST	3797		makeAnOrder	1599839770389	1599839770440	OK	 
USER	scenarioThree	3797	END	1599839770284	1599839770440
USER	scenarioThree	3805	START	1599839770440	1599839770440
REQUEST	3798		makeAnOrder	1599839770389	1599839770441	OK	 
USER	scenarioThree	3798	END	1599839770292	1599839770441
USER	scenarioThree	3806	START	1599839770441	1599839770441
REQUEST	3799		makeAnOrder	1599839770413	1599839770467	OK	 
USER	scenarioThree	3799	END	1599839770315	1599839770467
USER	scenarioThree	3807	START	1599839770467	1599839770467
REQUEST	3802		openMainPage	1599839770402	1599839770500	OK	 
REQUEST	3803		openMainPage	1599839770436	1599839770533	OK	 
REQUEST	3804		openMainPage	1599839770436	1599839770534	OK	 
REQUEST	3806		openMainPage	1599839770441	1599839770540	OK	 
REQUEST	3805		openMainPage	1599839770441	1599839770541	OK	 
REQUEST	3802		makeAnOrder	1599839770500	1599839770552	OK	 
USER	scenarioThree	3802	END	1599839770402	1599839770553
USER	scenarioThree	3808	START	1599839770553	1599839770553
REQUEST	3807		openMainPage	1599839770468	1599839770564	OK	 
REQUEST	3803		makeAnOrder	1599839770533	1599839770586	OK	 
USER	scenarioThree	3803	END	1599839770436	1599839770586
USER	scenarioThree	3809	START	1599839770587	1599839770587
REQUEST	3804		makeAnOrder	1599839770534	1599839770588	OK	 
USER	scenarioThree	3804	END	1599839770436	1599839770588
USER	scenarioThree	3810	START	1599839770589	1599839770589
REQUEST	3805		makeAnOrder	1599839770541	1599839770596	OK	 
REQUEST	3806		makeAnOrder	1599839770540	1599839770596	OK	 
USER	scenarioThree	3805	END	1599839770440	1599839770596
USER	scenarioThree	3811	START	1599839770596	1599839770596
USER	scenarioThree	3806	END	1599839770441	1599839770596
